tweet,sentiment
RT scrowder The American public NEEDS know new reliable data shows CoVid mortality rate As low,neutral
Some us STILL even recieved Stimulusdeposit yet Some us still received st caresAct CaresAct laid due COVID The minimal basic life neccesities still need paid people struggling UBI UBInow,neutral
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
RT susanj Which Corrupt realDonaldTrump fired IG Glenn Fine oversight Trillion Virus stimulus could,neutral
RT lewis goodall NEW I leaked covid death figures Durham County Council days April th Nearly tho,neutral
RT iingwen Don miss Vice President Chen videoconference JohnsHopkinsSPH Dean EllenJMacKenzie amp AIT Director Brent Christensen,neutral
healthgovau And excersise opinions ridiculed Scam happens These PEOPLE POWER FORCE YOU HOME WITH A MASSIVE INFRINGEMENT A FINE FOR HAVING AN OPINOIN If SCARED COVID VIRUS FAKE fined thousand dollars https co Co p AAf,neutral
Thank god T V boyfriends QuarantineLife COVID,positive
Would buy house go guy mask That question Lol covid covidforlife even hashtags sound silly get real people future https co VL YQD kGZ,positive
RT APaolicelli Looking patient family member patient tested positive COVID part New York State,positive
RT BandyXLee Does surprise We warned would happen It show mental health expertise matters Stop dwelling,positive
RT lindanewnham Children nurses Japan excluded day care virus fears https co CYRfIGvChQ Japan COVID,neutral
Bless Us Lord Get Out Of COVID https co p hS M FL,negative
RT TheClearCider ChickenDonald TrumpIsALaughingStock And I thought I silly one I made video Trump using witc,neutral
RT KevinMKruse Have tried gamma rays I hear makes body change strongly powerfully And bite,positive
RT nicd sa UPDATE The total number confirmed COVID cases South Africa Today regrettably report new COVID relat,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT GregAbbott TX Kendra Scott amp Allens Boots among Texas stores reopening today retail go Texas entrepreneurs getting b,negative
RT ResisterSis Today I citizen United States call congress amp presidents cabinet apply thAmendment remov,positive
Well done Gwenno amp team,positive
Is sega,negative
NCDC like thank k followers,positive
A beautiful weekend read inspire The way covid isolation kindness In blink eye https co YtBfc V OH,positive
RT spitfiretyler EXCLUSIVE Robert F Kennedy Jr Drops Bombshells Dr Fauci For Medical Cover Ups Fraud Fauci Poisoned Entir,neutral
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT ShelbyRatifyERA TrumpIsALaughingStock Perhaps I laughing There telling disparity amp access healthcare,neutral
RT BerniceKing Let choose CompassionateWayForward,negative
RT libijian Great news vaccine COVID may ready put use coming September,positive
RT tveitdal This effect coronavirus air pollution across world https co xRnjubiZl wef https co EYYdhR,neutral
RT FranksBullitts I would tell COVID joke probably get,neutral
RT vannschaffner JohnforNM PinonPost next nmpol nmleg nmgov https co hNLsHrKNDz,negative
RT DoctorJSpicer No joke patient swallow Lysol disinfectant couple weeks ago prevent COVID infection He made,neutral
My year old nephew admitted hospital bronchial cast It extremely rare disorder high mortality rate It might related COVID If believe prayer please send way Or good thoughts positive karma etc,neutral
RT DoctorJSpicer No joke patient swallow Lysol disinfectant couple weeks ago prevent COVID infection He made,neutral
Brooklyn AI Meetup longer limited Brooklyn since going virtual due Covid Tuesday pm EST https co I R Ef FBi blacktechtwitter blacktwitter artificialintelligence datascience machinelearning deeplearning neuralnetworks tech technology https co MHRRvBgk F,negative
Food amp Water Watch says USDA inspectors protected COVID https co eyEgqCM I foodsafetynews FoodSafety USDA COVID https co omkWL scH,negative
RT Inevitable ET Good ole FBI Protecting us vitamin C https co B S gjiiDX,positive
RT DCPPreQual We co produced guidance discussing DClinPsy Training adapted address concerns raised,negative
RT poojaotherwise Join us live webinar April ET PT socialisolation outcomes COVID European Public Health Pol,negative
RT sushantsareen You admire genius Indian babu make things convoluted complicated one understand,neutral
RT AdvocateDamon I saddened hear second inmate died GreenRiverCC We know name fellow,neutral
RT ajplus If urgency would legislate like rent due May Rep AOC called big corporations receiving fund,neutral
RT NeatPaul KLeague back May th My segment Arirang News earlier tonight,positive
RT MalloryMcMorrow Today Michigan crossed dead covid The Majority called legislature session provi,negative
RT jidesanwoolu Even number cases rising happy celebrate success stories show positive CO,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT DrRafidahHanim Nobody brief,neutral
RT jenniferatntd As promised yesterday Hard Evidence CCP coverup COVID CCPVirus Pandemic With full English,neutral
The story behind doctor pushing better Covid contact tracing https co qCrwe O q,negative
STAY THE FUCK HOME YOU SELFISH PRICKS,neutral
RT WBG Poverty COVID likely cause first increase global poverty since Read new blog post learn https,neutral
RT ICRC Africa As world continues battle COVID pandemic new swarms desert locusts East Africa could spark widespread,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT AudreyDestin A brother dies A stunned face silently cries A mother reach son She says goodbye Squeezes phone,neutral
RT NEJM Editorial Asymptomatic Transmission Achilles Heel Current Strategies Control Covid COVID SARSCoV,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
With K cases COVID Trump still dick done nothing flattened curve,neutral
RT DGHisham Our top priority organise coordinate comprehensive response reduce end COVID transmission,positive
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
Lagos State topped list states number fresh cases Coronavirus Disease released Friday The Nigeria Centre Disease Control released figures late Friday Lagos Coronavirus covid Lagos https co ZyZlRtBl u https co EPKncpNgCp,neutral
RT theonlyspoon Hi peeps Why help research COVID running RosettaAtHome screensaver By running Rosetta h,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT MarkSZaidEsq Why senior Trump official apparently experience speaking COVID Especially wbaidlaw whist,neutral
RT gcaw In March workers South Korean call center floor infected COVID Look cases cluster packe,neutral
RT RepAdamSchiff A week ago I asked whether responsible carry Trump nightly stream consciousness live TV Today su,neutral
RT ChelseaClinton I believe President realDonaldTrump wants us channel True Blood Tide Pod challenge fight covid,neutral
RT Iran NewsRoom Iran Health Minister Namaki Iran gained salient achievements containing amp curbing coronavirus global pandemic,positive
RT GaviSeth Honored speak WHO virtual event today launch historic collaboration accelerate development production amp,positive
RT cjtruth Michigan coincidence https co CHyKJUPYWR,negative
Uh I think people saw office today Keith,negative
RT soledadobrien I know I yell terrible media framing every day never occurred nytimes would fr,neutral
RT DrTomFrieden Contact tracing must play critical role tracking COVID helping prevent new infections It importan,neutral
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
RT markscott Fun fact right wing groups West amp state backed actors East pushing falsehood That COVID,positive
RT AbakarManany COVID Foreign aid stimulus amp bail outs charitable donations medical devices amp related equipment much tha,negative
RT AFishleigh Dr Tam continues show incredible leadership professionalism ThankYouDrTam,positive
RT Spotboye Amidst coronavirus outbreak ektarkapoor unites top TV producers actors fight virus spre,neutral
RT SRuhle Why earth phunware data collection firm led blythemasters qualify PPP loan meant businesses dram,neutral
RT zonkelmeckis I asking help one closest friend He cannot admit father public hospital COVID,neutral
RT leahmcelrath Doctors sound alarm patients left debilitated dead Some even know infect,neutral
RT naveed It must illegal post food pix twitter times particularly Ramadan lockdown Ramazan COVID,neutral
BadIdeaBry Trump actually suggested uv light injecting disinfectant bleach cure covid Then Lysol like publicly say Then Trump said sarcasm,neutral
RT natespuewell US combat deaths Korean War US combat deaths Vietnam War Americans killed,neutral
What Harvard Yale compete find vaccine COVID Large scale human trial potential coronavirus vaccine kicks UK scientists England University Oxford appear confident onto cure CBS News https co tpQ U mvht,positive
No sarcasm NONE May I remind EVERYONE HITLER EXPERIMENTS ON PEOPLE TOO Free KidsInCages NOW https co ArlBqbGGQ,neutral
RT Dr PhilippaW That explains lot COVID Revealed Cummings secret scientific advisory group Covid Coronavirus outb,negative
RT PC Reed The NHS rightly given huge public support Covid crisis I like publicly thank unsung,positive
DrTedros Your shared commitment CCP No transparency Close K dead Economic impact still fully realised Please resign even real doctor COVID WuhanVirus BoycottChineseProducts WHOLiedPeopleDied TaiwanIsHelping,neutral
Have hand Kier Starmer following traditions Labour Party missing opportunity make wrong appointment fully remain cabinet It going long time opposition,positive
RT DioceseHamilton This week HeartToHeart Bishop Crosby highlights consecration individual dioceses Canada Mary Mo,positive
RT RachelBeth Help help SOS medic help I giggles At evening On top reverse migraine Resc,neutral
RT KanchanGupta This wrong many levels It kick face citizens dutifully following Lockdown rules,neutral
RT markjarthur This great COVID advice Kermit The real COVIDIOTS https co w ejQU Kco,positive
RT PandemicCentral Here today update US COVID testing tests today positivity rate Testing seems expand,negative
US Covid Cases Deaths pm APR realdonaldtrump billmaher robreiner MMFlint JoeBiden BernieSanders DAY Day National Mitigation Day Hot Spot Clearing Testing ramp In July could,neutral
RT samhsagov Given rapidly evolving situation COVID SAMHSA providing regular updates via consolidated webpage includin,negative
Doesn trump even common decency let graduates stay families avoid possible infection This trump,neutral
RT rachel ellisTV TONIGHT Wando Athletics honoring spring sport seniors finish season covid Trib,neutral
RT nedryun What tool,negative
The real faces house https co ZAzi XWsh BitChute WHO Orwell GatesHacked FakeNews ID BillGates DepopulationAgenda TheGreatAwakening Covid,negative
RT GavinNewsom NEW CA launched first nation program Restaurants Deliver allow local restaurants provide meals fo,positive
RT leahmcelrath Doctors sound alarm patients left debilitated dead Some even know infect,neutral
RT Estrada Karla Amen,positive
RT HFI In Paris area HF France supporting nine hospitals PPE food front line health staff fight,neutral
RT WHO BeActive stay HealthyAtHome Here physical activities home COVID outbreak Try exercise,negative
RT polbikers I invented device allows close caption thoughts people camera I used first time wit,positive
RT JSchipperWDRB The virus dies inside minutes sun dies seconds Therefore heat sunlight weakens kil,neutral
This beautiful I moved tears Well done Great see,positive
RT FalkirkBiz Over businesses falkirkcouncil area received grants Business Support Fund A number business,negative
PhotoshopLee NickWhalenMP I betting guy interviewed snowmegaddon ever drive always drunk get covid,neutral
I altered weekly investment plan throughout I better We shall overcome may take time may take sacrifice may cost lives We humans persevere COVID investing BuildBackBetter https co dAET h pJE,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT Prof John Frink Friends Sorry since I last posted I lot add generally excellent,neutral
RT alvaroortiz Check COVID impact Consumption Real Time High Definition new weekly update https co HJMl,negative
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
Have hope,positive
RT DrEricDing Repost Very worrisome ventilator outcomes A large number Covid patients put ventilators New York largest,neutral
RT srrezaie Timed amp Titrated Use Steroid COVID via PulmCrit https co r ZQEzsA r COVID COVID FOAM FOAMcc FOAMed http,negative
RT HHSGov Data CDCgov show reports exposure cleaners disinfectants poison centers increased substantially Marc,positive
RT Gidi Traffic Tcurtis COVID First human trial vaccine carried UK two volunteers Hopefully bring,positive
CNN Give everyone break CNN You know damn well took sarcasm context ran like CNN always Why focus lie ChrisCuomo told Covid virus Lied ratings shameful,neutral
RT DigitalTrends Twitter ban potentially harmful claims G Covid https co rOemsBCWpd,neutral
RT megdogwuff Two things I promise First come hell high water I voting booth elect DJT I cannot,neutral
RT ABCthedrum ICYMI Listen teachers JaneCaro says top approach COVID related education decision,neutral
RT EllisLauraLee hunterw jdawsey whca Everyone walk Make next news cycle American deaths COVID hi,neutral
RT JulieGehring GovRonDeSantis seanhannity It clear website amp system intended punish help lose job,neutral
Government want protect VitaminC Melatonin Zinc COVID Coronavirus Collapsitarian COVID WasAnInsideJob COVID Coronabeams Boogaloo A ndAmendment What made America great https co keGsyB rnR,neutral
RT iammickyjones There many covid deaths recorded I know experience My mom death certificate,neutral
RT Dix Shame British govt still testing people coming UK aboard airports bbc interviews fake experts,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT GavinNewsom NEW CA launched first nation program Restaurants Deliver allow local restaurants provide meals fo,positive
RT Revere COVID As need increases food operations expand meet demand City Today press release includes extensive l,negative
RT SaharaReporters EXCLUSIVE N bn COVID Personal Protective Equipment Fraud Uncovered In Niger Delta Development Commission Sahara,neutral
Here folks I knew coming Let working class suffer UK COVID economic crises Makes sense working class sustained country unprecedented times https co J zrc qYn,neutral
RT BelgiumMFA The European Union plays key role managing COVID crisis EU diplomatic service EU EEAS supporting Mem,neutral
RT JaneCaro Apparently leaders wisdom decided use teachers students guinea pigs get needed ext,positive
RT PamKeithFL That weird What really weird million people STILL believe every word says They still hypnotized,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT EM RESUS Hi ER Doc Do NOT inject consume ANY disinfectants attempt kill COVID,neutral
RT abuasimazmi Dear Awhadspeaks sad learn ur health amp tested positive COVID You always fi,neutral
RT Danny Walterr Do giveaway,positive
RT BakhtawarBZ Alhamdullillah relief package announced construction sector doctors questions origins source,positive
RT polbikers I invented device allows close caption thoughts people camera I used first time wit,positive
RT GavinNewsom NEW CA launched first nation program Restaurants Deliver allow local restaurants provide meals fo,positive
RT kr USA reports new cases new deaths bringing total confirmed cases total deaths,neutral
RT PolarWhut I think Mike Duggan could navigated Detroit thru CoronaVirus outbreak much effectively,neutral
RT Inevitable ET Union Reps Warn DHS Failure On Mexico Border Ports Of Entry Is A Nat Sec Nightmare That Could Lead To Rise In COVID In,neutral
As th April Nigeria recorded COVID confirmed cases states Federal Capital Territory In last hours number new cases increased Number deaths increased cases previously recorded Lagos recorded Ogun state cases,neutral
published find link feed,neutral
RT Hotpage News FoxNews Anchor Neil Cavuto Tears Apart Trump Unsettling Sarcasm Claim He Was Not Joking COVID Coronavirus S,neutral
COVID updates US covid https co GYYAH n lL,negative
RT SafetyNet All Join us Monday pm SafetyNet AllofUs twitter chat How immigrant communities get COVID,negative
I let David Dobrik anally infect covid vlog cap,neutral
RT weijia vp talking new website Iowa helps people determine whether risk COVID On,positive
RT ScottGottliebMD Additional reporting seroprevalence study California may impacted methodological challenges,neutral
On heels WorldMalariaDay important recognize countries already experiencing health crisis Malaria amp continues take millions lives We cannot let COVID impact momentum work done EndMalaria https co nTpTxgMc,neutral
RT GolfGirl Love Hello friends CA GOVT WOULDN T Let us go amp place flowers son grave ANNIVERSARY death POLICE,neutral
RT NilsMelzer COVID global wakeup call It exposes amp exacerbates existing governance amp systemic dysfunctions erodes Hu,neutral
RT Dentons Cannabis Group Weekly Alert May webinar featuring Jim Belushi Gunner Winston Cat Packer https co bAYS Gd Y For relat,negative
RT XD I thought I may want I gotta swallow pride family Please support really need,neutral
RT APMResearch UPDATED NOW COLOR OF CORONAVIRUS page The latest COVID mortality data race states amp DC,negative
RT gaetantguevara This outrageous Haiti government foreign sweatshop owners exposing putting entire island,neutral
The latest GMO Expos https co asJ ELN Thanks gmo nicolas HiguchiKi Gmo Orozco gmo covid,positive
RT DocJasmina Hi Surg Reg Do NOT consume disinfectants attempt kill COVID You NOT want oesophagous larynx look,neutral
Gombe Lagos,negative
RT Finestnaijaboy Me Summer finna movie COVID,positive
RT leahmcelrath Doctors sound alarm patients left debilitated dead Some even know infect,neutral
RT AriMulano Due COVID aka Coronavirus Ill sending first people like amp retweet CashApp Appl,negative
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
new confirmed cases Kashmir Valley Anantnag District Tally patients entire J amp K gone Kashmir Jammu,neutral
Ironically crisis beneficial majority roof heads fed regularly intention already happening areas engaged health professionals ThingsWeShouldHaveBeenDoing COVID,positive
This potlucks nastywoman food Eating coronavirus COVID germs https co lf tJmtXaT,negative
SethAbramson I feel pain My daughter son law battling Covid critical condition month It horrific time If anyone please help family medical recovery expenses Anything helps God bless https co yEp yfG RN,neutral
RT TMarieM WaltDisneyWorld WDWToday bring back WISHES less crowds needing directly front castle projectio,neutral
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
RT Rosemary China sent million ventilators Canada amp good This happens country make n,neutral
RT cjtruth Michigan coincidence,negative
RT ChrisMurphyCT There still Americans believe president And lives danger,neutral
RT weijia vp talking new website Iowa helps people determine whether risk COVID On,positive
RT DrEricDing Take guess country ready reopen soon The one falling chart Way go NZ COVID https,neutral
RT Surgeon General US FDA amp HHSgov encourage fully recovered COVID contact local blood plasma donati,neutral
RT QStormisuponus The best cure COVID would complete MSM shutdown days,positive
Coronavirus spreads Trump country COVID Coronavirus SocialDistancing flattenthecurve https co VXNcQbzQjJ,negative
Sports Clorox COVID TidePodPresident Trump TrumpDisinfectant disinfectant nba LeBronJames https co FGdFL Bomd,negative
RT gboyegabombo No Kano reports yet,negative
Notice upcoming funding opportunities MentalHealth Substance Use Responses COVID Launch week April Application deadline week May Details https co RCBgmI nFl,negative
RT ianbremmer No The alignment US led global order structurally changed radically one allowed old geopoliti,neutral
Guy soul Also pandemic expert,positive
RT RepJeffries The President suggested injecting Lysol human body treat COVID Something wrong guy N,neutral
RT JohnsHopkinsSPH Taiwan emerged success story global battle COVID This week Vice President Chen Chien jen,negative
RT NIHDirector A perspective ScienceMagazine discusses insights treating leukemia patients cytokine release syndrome,neutral
RT ChelseaClinton I believe President realDonaldTrump wants us channel True Blood Tide Pod challenge fight covid,neutral
The latest Cruises For Less Daily https co njB GgLZmO Thanks carhire covid coronavirus,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT jci nigeria COVID real joke StayAtHome StaySafe message SDG team led mbkusharki membe,positive
RT BlunderTheory What DowntonAbbey Quarantined practice SocialDistancing check newest sketch https,negative
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT SenatorMenendez Important report MakeTheRoadNJ immigrant experiences first month COVID pandemic NJ Do,negative
RT NewYorkStateAG REMINDER Last week I ordered Genesis II immediately cease amp desist marketing bleach product cure,neutral
RT CatNamus Not good happening The media attacks medical liberty insane What could possibly reasons behind rai,neutral
I think still going surprised earlier earlier deaths due COVID maybe SARSCoV actually Bay Area earlier thought CAgovernor wants us look https co B bj vQv,positive
RT AdamMilstein JoeBiden must kidding He forgets historical support Chinese Communist Party CCP attacks realD,neutral
JoeBiden After testing positive covid multimillionaire elitist CNN anchor Chris Cuomo brother https co kF ySKlzkW Andrew Cuomo combating virus vitamin IV drip BLEECH BATHS saunas fridge full hundreds dollars green juice,neutral
RT GreaterKashmir Covid pushes US unemployment towards highest since Depression Greater Kashmir https co uVtjyHPeX,neutral
RT arimoin Thanks tomhanks RitaWilson supporting study understand COVID asymptomatic infection immunity,positive
RT pollsofpolitics How realDonaldTrump handling COVID epidemic Please Vote Retweet spread poll Thanks,positive
In order meet governor target less COVID cases per people MontcoPa would see reduction cases days daily average cases https co lfhrthCNDi,neutral
RT BerniceKing Let choose CompassionateWayForward,negative
RT ANI Delhi People throng market Shastri Park area North East Delhi amid COVID lockdown https co DGmoRP HU,neutral
RT USCPSC Keep hand sanitizer original bottle America Kids use hand sanitizer adult supervision COVID,positive
RT BrennanCenter COVID proven catastrophic public health country economy without major intervention wi,neutral
RT DarwinBondGraha According map COVID cases East Oakland Hayward hardest hit areas far Berkeley,neutral
RT tfhphoto A person car Dakota Ave SouthSiouxCity holds sign supporting EssentialWorkers cars parked along,positive
ORF Maldives Amidst worsening Covid crisis ISIS claims maiden attack https co MvEiEGyMAR,negative
RT kim Revealed leader group peddling bleach coronavirus cure wrote Trump week Mark Grenon wrote Trump saying chlori,negative
RepEscobar dOd They die CoVID u evilones told write lose thier jobs https co BHIyvqo C,neutral
RT Liz Hanbury StarTrekPicard P ss Mr Hospitality I get self isolating selfisolating lockdownuk whereisth,neutral
RT arimoin Thanks tomhanks RitaWilson supporting study understand COVID asymptomatic infection immunity,positive
RT ChristinePolon This unbelievable realDonaldTrump SecPompeo https co RFeRzsUEVY https co QBUG h p,neutral
GovRaimondo remove fake covid death RI FraudRaimondo Wake RhodeIsland rhodeisland RhodeIslandGOP projo projo wpri RhodeIslandRT RhodeIsland NOW TaraGranahan JohnDePetroshow WWG WGA maga kag trump https co S QkspYa L,neutral
RT nailainayat And exactly Pakistan strategy https co CQ yzb DF,negative
RT Tsinghua Uni For Tsinghua upcoming th anniversary President Qiu Yong reviewed social engagement COVID outbreak,negative
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
Sigh,neutral
RT CheckersRallys Kids need missed countless meals school due COVID closures We part supporting nokidh,neutral
RT YongZhaoEd Tomorrow EDT US Watch Episode silverliningforlearning conversation innovations COVID ho,negative
RT EM RESUS Hi ER Doc Do NOT inject consume ANY disinfectants attempt kill COVID,neutral
RT GavinNewsom NEW CA confirmed positive cases COVID cases hospitals,neutral
Incompetence selfishness disregard safety got us We safe many decided care,neutral
Why limit freedom speech,negative
RT joannaccherry It pretty clear UK Govt say SAGE The following science mantra revealed,neutral
let people get healed TheJusticeDept damn FBI realDonaldTrump WHAT HAPPENED TO RIGHT TO TRY,neutral
RT doctor oxford Was flirtation eugenics complicity electoral fraud contempt NHS made Dominic Cum,neutral
RT thecableng BREAKING NCDC confirms new COVID cases Lagos TheCable https co AAee P nAF COVID StayHome https,negative
YvonnecWhelan Eem spending bn week mainly due covid things like rent control lot Sinn Fein lite policies framework doc I far far Shinner framework doc lot closer SF view particularly FG campaigned,positive
RT MrsSmartypantsy According data The death rate California COVID New York State death rate Mill,neutral
The obvious truth COVID testing rate extremely low Govt knows help Propaganda save menace test kits It devil staring us face cast bind one lies Unfortunate,neutral
RT GlobalBC BREAKING B C announced four new deaths new COVID cases number patients hospital virus,neutral
RT OrDA thePeople At least people prison must released allow socialdistancing Oregon prisons Protest demand,neutral
RT paoloigna E sono solo quelli ufficiali vedo pochi commenti commossi covid BBC News Coronavirus US death toll passes,neutral
RT AGEllison NewYorkStateAG Tish James tweet speaks https co zztzP REcB,negative
Apr US recorded k dying COVID Thoughts prayers,neutral
WATCH LIVE Channel Atlanta New NOW Continuing coverage breaking news amp severe wx Atlanta America World covid coronavirus okwx https co A cr oDw R,neutral
This vital importance Prehab wellness programs need b part strategy keep RACF safe older people Complacency virus ally,positive
RT GeorgeASharp I adding TAUG top list tickers likely suspended along VRUS BIEI ONPH,neutral
Characteristics symptom management outcomes patients COVID referred hospital palliative care J Pain Symptom Manage PubmedTrending COVID SARS CoV SARSCoV COVID https co rLIV ScKZ,positive
Please sign petition fall victim man amp woman medical training injecting amp loved ones vaccine unknown substance vaccine COVID CCPVirus BillGatesIsEvil https co dTOaC VRIt,neutral
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT DanPatrick I always inspired faith people Texas even worst times people Onalaska de,neutral
AFattal US AfghanPeace Ceasefire needed Covid relief month Ramadan Afghans getting killed By everyone least Peace help,neutral
RT WHAAsstSecty Taiwan openness amp generosity global battle COVID model world SecPompeo Thanks Taiwa,negative
RT ifar journal Check latest COVID research offered ifar journal covid covid Link https co blKi SAbA https,negative
What happening Kano pls,negative
RT SansMerci My oldest brother cooked breakfast teens burnt bacon The smell permeated home niece compla,positive
I want life death decisions made guy thinks pandemic solved drinking disinfectant nytdavidbrooks I agree FLaDems FLaPol COVID DefeatTrump,neutral
RT greatbigseas good morning Canada HMCS Moncton dressed WorldWarII colours reminds us yrs ago faced grave peril,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT heatherjones Fredo Cuomo wife bathes Clorox Prevent COVID https co FqWDKUK TN,negative
RT epsilon flu USA Excess mortality due covid peaked yet https co TUabivhOr https co dUqq RK,neutral
RT JohnTChambers Companies need transition digital models survive COVID crisis uniphore helping w process,neutral
RT Variety The cast ParksAndRec reuniting scripted character special aid COVID https co Ebht YvmbF,negative
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
Work recommended wear face mask look lower right corner COVID https co KXRl U QlA,positive
RT wmnmedia Happy Podapalooza Eve Spend weekend virtual festival favorite podcasters support COVID relief fr,positive
RT SimonHarrisTD The tribute LateLateShow died Covid incredibly moving amp impactful We cannot forget,positive
RT CityofLdnOnt You help flatten curve rethinking trip playground Do responsible thing please stay away,neutral
RT Inevitable ET Good ole FBI Protecting us vitamin C https co B S gjiiDX,positive
Oh My I bleach disinfectant COVID,neutral
Join us virtual town hall meeting HateCrimes COVID DA SummerStephan Wednesday April PM PM PST Join via Facebook Live RSVP https co DmypJ ZN Presented partnership SDDistAtty ABASD APAPAHQ https co FLdju PV,negative
RT SaharaReporters BREAKING Nigeria Records New COVID Cases Sahara Reporters new cases COVID reported,neutral
RT NewYorkStateAG REMINDER Last week I ordered Genesis II immediately cease amp desist marketing bleach product cure,neutral
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
My heart goes Midland Much love,positive
How allow continue My condolences family friends amp May Allah grant highest rank Paradise rizwan jalil bash CllrMYHussain wikas apologies abbreviation incorrect,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT daddyomar Michelle Luhan Grisham amp Democrat Governors planning bill FEMA response COVID They draggi,positive
RT gilmcgowan Workers died government refused close meat packing plants even clear ove,neutral
RT Finestnaijaboy Me Summer finna movie COVID,positive
The voy knows effects covid covid covid covid corona virus covid coronavirus coronavid coronavirusmemes coronarender https co qvHKnX k,negative
We closing banquet tonight I gotta say covid cut deep tonight lethimfall SarahG housingfsu https co EJhJfkOKQf,neutral
RT policeofficer Mount Vernon police officer COVID shares story perseverance survival https co ASdO VIBOs,negative
RT dorcasDugan Police arrest lockdown defaulters put ambulance fake covid patient https co ikhQqWTP p,neutral
Several life saving drugs fight major diseases undermining immune system hurting ability fight infection https co xkp OqBU r coronavirus covid immunocompromised,neutral
